DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE
PARACETAMOL,ACETADOL,SOL. BUV.,0.03,B/1 FL DE 100ML+PIPETTE GRADUEE,
PARACETAMOL,DOLI-BIEN,SOL. BUV.,0.03,FL/100ML +PIPETTE GRADUéE EN KG  ,
PARACETAMOL,DOLPRIV,SOL. BUV.,0.03,FL/100ML +PIPETTE GRADUéE EN KG  ,
PARACETAMOL,EFFERALGAN PEDIATRIQUE,SOL. BUV.,0.03,FL/90MLou FL/150 ML+ GOBLET DOSEUR  GRADUE EN KG,
PARACETAMOL,ISOMOL,SOLUTION BUVABLE,0.03,BOITE DE 1 FLACON DE 100 ML AVEC GOBELET DOSEUR,
PARACETAMOL,PEDIAMOL,SOL.BUV.,0.03,FL./125ML+ SERINGUE GRADUEE EN KG-ML,
PARACETAMOL,EXPANDOL,POUDRE POUR SOLUT BUVABLE EN SACHET ,500MG,B/12,
PARACETAMOL,PARACETAMOL BIOCARE,GRANULE POUR SOLUTION BUVABLE EN SACHETS-DOSE,500MG/SACHET-DOSE,B/12,
PARACETAMOL,PARACETAMOL PHYSIOPHARM,POUDRE POUR SOLUT BUVABLE EN SACHET ,500MG,B/12,
PARACETAMOL,PLANADIX,POUDRE POUR SOLUTION BUVABLE EN SACHET DOSE,500 MG,B/12,
PARACETAMOL,PARACETAL,SOL. INJ. P. PERF. IV.,10MG/ML (1000MG/100ML),B/12 FL. DE 100ML,
PARACETAMOL,PARACETAMOL PHARMAGHREB,SOL. INJ. P. PERF. IV.,10MG/ML (500MG/50ML) (1000MG/100ML),B/12 FL. DE 50ML ; B/12 FL. DE 100ML,
PARACETAMOL,PERMIDOL ,SOLUTION POUR PERFUSION IV 10MG/ML ,10MG/ML,B/01 FLACON DE 100ML,
PARACETAMOL,SAPRAMOL,SOL. INJ. P. PERF. IV,10MG/ML (500MG/50ML) (1000MG/100ML),FL./50ML (CAISSE DE 12 FL.) - FL./100ML (CAISSE DE 12 FL.),
PARACETAMOL,EFFERALGAN ,COMPRIME EFFERVESSANT ,1G,B/08,
PARACETAMOL,DOLI-BIEN,COMPRIME,1G,B/08,
PARACETAMOL,DOLIPRANE,CP,1000 MG,B/08,
PARACETAMOL,DOLYC 1G,COMPRIME,1000MG,B/10,
PARACETAMOL,EXPANDOL,COMPRIME,1G,B/10,
PARACETAMOL,MIGRAMOL,COMPRIME SECABLE ,1G,B/10,
PARACETAMOL,PANADOL 1G,COMP. PELLI. SEC.,1G,B/08,
PARACETAMOL,PARACETAMOL PHYSIOPHARM,COMPRIME,1G,B/08,
PARACETAMOL,PARALGAN,COMP. SEC.,1000MG,B/10,
PARACETAMOL,PARAMOL,COMPRIME SECABLE ,1G,B/10 ET B/25,
PARACETAMOL/CAFEINE,EXPANDOL PLUS,COMPRIME,500MG/65MG,B/16,
PARACETAMOL/CAFEINE,EXTRADOL ,COMPRIME,500MG/65MG,B/16 ET B/20 ,
PARACETAMOL/CAFEINE,PACET EXTRA,COMPRIME SECABLE ,500MG/65MG,B/16,
PARACETAMOL/CAFEINE,PANADOL EXTRA,COMPRIME PELLICULE ,500MG/65MG,B/16,
PARACETAMOL/CAFEINE,PLANADIX EXTRA,COMPRIME SECABLE ,500MG/65MG,B/16,
PARACETAMOL,SUPPFADOL 170,SUPPO.,170MG,B/10,
PARACETAMOL/CAFEINE ANHYDRE,PARAMOL EXTRA,COMPRIME,500MG/50MG,B/20,
PARACETAMOL,DOLIBON,SUSPENSION BUVABLE ,120MG/05ML,BOITE DE 01 FLACON 100ML,
PARACETAMOL,"DOLIPRANE 2,4%",SUSP. BUV. SANS SUCRE EDULCOREE A LA SACCHARINE SODIQUE ET AU SORBITOL AROME FRAISE,120MG/5ML ,B/01FL. DE 125ML + UNE CUILLERE MESURE GRADUEE A 5ML,
PARACETAMOL,MIGRAMOL PEDIATRIQUE,SIROP,"120MG/5ML (2,4G/100ML)",B/01FL. DE 125ML,
PARACETAMOL,PARALGAN,SOL.BUV.,120MG/5ML,B/01FL. DE 125ML,
PARACETAMOL/ACIDE ASCORBIQUE,EFFERALGAN VITAMINE C,COMPRIME EFFERVESSANT ,500MG/200MG,BOITE/16,
MORPHINE SULFATE,SKENAN LP ,MICROGRANULES LP EN GLES ,10MG ,B/14,Stupéfiants
MORPHINE SULFATE,SKENAN LP ,MICROGRANULES LP EN GLES ,30MG ,B/14,Stupéfiants
MORPHINE SULFATE,SKENAN LP ,MICROGRANULES LP EN GLES ,60MG ,B/14,Stupéfiants
MORPHINE SULFATE,SKENAN LP ,MICROGRANULES LP EN GLES ,100MG ,B/14,Stupéfiants
PARACETAMOL,PARACETAMOL BIOCARE,GRANULE POUR SOLUTION BUVABLE EN SACHETS-DOSE,1000MG/SACHET-DOSE,B/08,
PARACETAMOL,PARACETAMOL PHYSIOPHARM,POUDRE POUR SOLUT BUVABLE EN SACHET ,1000MG,B/12 SACHETS,
PARACETAMOL,PLANADIX LIQUIZ,SUS BUV EN STICK UNIDOSE,200MG/STICK,B/15 STICK DE 5ML ,
PARACETAMOL,PLANADIX LIQUIZ,SUS BUV EN STICK UNIDOSE,300MG/STICK,"B/15 STICK DE 7,5 ML ",
BUPRENORPHINE CHLORHYDRATE (BUPRENORPHINE),BUPRENAL,SOLUTION INJECTABLE ,"0,3MG/ML",BOITE/5 AMPOULES/2ML/1ML SOLUTION+ BOITE/50 AMPOULES/2ML/1ML SOLUTION,LISTE I
BUPRENORPHINE CHLORHYDRATE EXPRIME EN BUPRENORPHINE,TEMGINAL,SOL INJ IM/IV ou S/C ou Voie Médullaire,"0,3MG/ML",B/05 AMP. DE 1ML ET B/50 AMP. DE 1ML,LISTE I
CHLORHYDRATE DE BUPRENORPHINE EXPRIME EN BUPRENORPHINE BASE,TEMGEPHINE,Solution injectable,"0,3MG/ML",B/05 AMP. DE 1ML ET B/50 AMP. DE 1ML,LISTE I
TRAMADOL CHLORHYDRATE (TRAMADOL),DOLEX,GELLULE ,50MG,B/30,LISTE I
TRAMADOL CHLORHYDRATE (TRAMADOL),TRAMADIS,GELLULE ,50MG,B/10,LISTE I
TRAMADOL CHLORHYDRATE (TRAMADOL),TRAMADOL BEKER,GELLULE ,50MG,B/30,LISTE I
TRAMADOL CHLORHYDRATE (TRAMADOL),TRAMAL,GLES.,50MG,B/30,LISTE I
TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,SUPRAMADOL,GLES.,50MG,B/30,Liste I
TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,TRAMADOL LS,GLES.,50MG,B/30,Liste I
TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,TRAMADOL NOVAGENERICS,GELULE,50MG,B/30,Liste I
TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,TRAMEX,GLES.,50MG,B/30,Liste I
CHLORHYDRATE DE TRAMADOL ,TRAMADINE,SUPPO,100MG,B/10,Liste I
TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,TRAMADOL LS,SUPPO.,100MG,B/10,Liste I
 ADENOSINE TRIPHOSPHATE,ATEPADENE,GELLULE ,30MG,B/30,
ADENOSINE TRIPHOSPHATE DISODIQUE TRIHYDRATE EXPRIME EN ADENOSINE TRIPHOSPHATE DISODIQUE,ATP NOVAGENERICS ,GLES. ,30MG,B/30,
TRAMADOL CHLORHYDRATE (TRAMADOL),TRAMADOL  BEKER LP,COMPRIME PELLICULE A LIBERATION PROLONGEE ,100MG,B/30,LISTE I
TRAMADOL CHLORHYDRATE (TRAMADOL),TRAMADIS,SOLUTION  INJECTABLE IV/ POUR PERFUSION  IV,50MG/ML (100MG/2ML),B/05 AMP. DE 2ML,LISTE I
TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,SUPRAMADOL,SOL. INJ.IM/IV .,50MG/ML ,B/05 ET B/50 AMPOULE DE 02ML (100MG/2ML),Liste I
TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,TRAMADIS,SOL. INJ. IV/PERF. IV,50MG/ML (100MG/2ML),B/05 AMP. DE 2ML,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,APAP TRAMADOL BEKER,COMPRIME PELLICULE ,325MG/ 37.5MG,B/30,LISTE I
PARACETAMOL/TRAMADOL CHLORHYDRATE,CETADOL,GLES.,"325MG/37,5MG",B/20,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,DI-DOLEX,COMPRIME PELLICULE ,"325MG/37,5MG",B/20,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,DOLMATOL,COMPRIME PELLICULE ,"325MG/37,5MG",B/10 ET B/20,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,DOLOKIL,COMPRIME SECABLE ,"325MG/37,5MG",B/20,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,DOLTRAM PLUS,COMP. PELL.,325MG/37.5MG,B/20,LISTE I
PARACETAMOL/TRAMADOL CHLORHYDRATE,EXTRAMADOL,COMPRIME PELLICULE ,"325MG/37,5MG",B/20,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,PARAMOL PLUS,GELULE,"325MG/37,5MG",B/20,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,PLANADIX ADVANCE,COMPRIME PELLICULE ,"325MG/37,5MG",B/20,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,PRADOL,COMPRIME PELLICULE ,"325MG/37,5MG",B/20,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,SUPRADOLEX,GELLULE ,"325MG/37,5MG",B/20,LISTE I
PARACETAMOL/TRAMADOL CHLORHYDRATE,XALDOL,GELULE,"325MG/37,5MG",B/20 ET B/10,Liste I
PARACETAMOL/TRAMADOL CHLORHYDRATE,XAMADOL,COMPRIME PELLICULE ,"325MG/37,5MG",B/20,Liste I
TRAMADOL HYDROCHLORIDE,TRAMCETA LP,COMP. PELLI. LP,300 MG,B/20,
SULFATE DE MORPHINE,ACTISKENAN,MICROGRANULES A LIBERATION IMMEDIATE EN GELULES,10 MG/GELULE,BOITE DE 14,STUPEFIANT
CHLORHYDRATE DE NEFOPAM,ANTAPAM,SOLUTION INJECTABLE IM/IV,20MG/2ML,B/05AMP DE 2ML+B/50AMP DE 2ML,LISTE I 
DEXKETOPROFENE(TROMETAMOL),ENANTUM,COMPRIME PELLICULE ,25 MG,B/20,Liste II
DICLOFENAC SODIQUE,CLOFENAL,SOL.INJ.IM ,25MG/ML (75MG/3ML),B/02AMP. DE 3ML ET B/50AMP. DE 3ML,Liste II
DICLOFENAC SODIQUE,DICLAMID,SOLUTION INJECTABLE,25MG/ML (75MG/3ML),B/02AMP. DE 3ML ET B/50AMP. DE 3ML,LISTE II
DICLOFENAC SODIQUE,GEOFENAC,Solution injectable,25MG/ML (75MG/3ML),B/02 AMP. DE 3ML  ET B/50 AMP. DE 3ML,LISTE II
DICLOFENAC SODIQUE,VOLTAFENE,SOL INJ IM ,25MG/ML (75MG/3ML),B/02 AMP. DE 3ML ,Liste II
DICLOFENAC SODIQUE,BIOFENAC,COMP. PELLI. GASTRORESIST.,50MG,B/30,Liste II
DICLOFENAC SODIQUE,DICLOFAL,CP PELLICULE GASTRO RESISTANT ,50MG,B/30,Liste II
DICLOFENAC SODIQUE,DICLOGESIC,COMP. PELLI. GASTRORESIST.,50MG,B/30,Liste II
DICLOFENAC SODIQUE,GEOFENAC,CP. PELL. GASTRORESIST.,50MG,B/20,Liste II
DICLOFENAC SODIQUE,XINAC-50,COMP. PELLI. GASTRESIST.,50MG,B/20,Liste II
DICLOFENAC SODIQUE,CLOFENAL LP,GLES.GASTRO. RESIST. L.P.,100MG,B/20,Liste II
DICLOFENAC SODIQUE,DICLOGESIC RETARD,COMP. PELLI. LP,100MG,B/10,Liste II
DICLOFENAC SODIQUE,FLOVENAC LP,MICROGRANULES LP en GLES,100MG,B/10,Liste II
DICLOFENAC SODIQUE,ROFENAC LP ,CP PELL LP,100MG,B/10,Liste II
DICLOFENAC SODIQUE,CLOFENAL ENFANT,SUPPO.,25MG,B/10,Liste II
DICLOFENAC SODIQUE,DICLOFAR,SUPPO,25MG,B/10,Liste II
DICLOFENAC SODIQUE,BIOFENAC,SUPPOSITOIRE,100MG,B/10,LISTE II
DICLOFENAC SODIQUE,CLOFENAL,SUPPO.,100MG,B/10,Liste II
DICLOFENAC SODIQUE,VOLTAMEX,SUPPO.,100MG,B/10,Liste II
IBUPROFENE,ADFEN,COMP PELL,400MG,B/20,LISTE II AVERIFIER
IBUPROFENE,CALMOFEN,COMPRIME PELLICULE ,400MG,B/20,LISTE II
IBUPROFENE,HUBIFEN ,COMPRIME PELLICULE ,400MG ,B/20,LISTE II
IBUPROFENE,IBUPROFAL,COMPRIME PELLICULE ,400MG,B/20,Liste II
IBUPROFENE,IBUPROFENE BEKER,COMPRIME PELLICULE ,400MG,B/20 ET B/100 (POUR EXPORTATION),Liste II
IBUPROFENE,NARUFENE,COMP PELL,400MG,B/20,LISTE II
IBUPROFENE,NEOFEN,COMPRIME PELLICULE ,400MG,B/20,Liste II
IBUPROFENE,SAPOFEN,COMPRIME,400MG,B/20,Liste II
IBUPROFENE,UBACTIVE 400MG,COMPRIME PELLICULE ,400MG ,B/20,Liste II
IBUPROFENE,XYDOL 400,COMPRIME PELLICULE ,400MG,B/20,Liste II
INDOMETACINE,INDOMET,GELULES,25MG,B/30,LISTE I
KETOPROFENE,KETOMEX,SUPPO,100MG,B/10,LISTE II
KETOPROFENE,BIOPROFEN,SOL INJ,100MG/2ML,B/5 AMPOULES DE 2ML,LISTE II
KETOPROFENE,KETOFLEX,Solution injectable (IM),50MG/ML (100MG/2ML),B/05 AMP. DE 2ML ET B/50 AMP. DE 2ML,Liste II
KETOPROFENE,KETONAL,SOL.INJ.IM,50MG/ML (100MG/2ML),B/10,Liste II
KETOPROFENE,KETONEED,SOL.INJ.IM,50MG/ML (100MG/2ML),B/05 AMP. DE 2ML ET B/50 AMP. DE 2ML,Liste II
KETOPROFENE,PROFENID,SOL.INJ.IM,50MG/ML (100MG/2ML),B/06 AMP. DE 2ML ,Liste II
KETOPROFENE,PROHEFEN,SOLUTION INJECTABLE IM,100MG/2ML,B/05 AMPOULES,LISTE II
NAPROXENE SODIQUE,NAPROLGIC,COMPRIME PELLICULE ,275MG,B/30,Liste II
NAPROXENE SODIQUE,NAPROX,COMPRIME PELLICULE ,275MG,B/20,Liste II
NAPROXENE SODIQUE,NAPROXENE PHYSIOPHARM,COMPRIME PELLICULE ,275MG,B/20,LISTE I 
NAPROXENE SODIQUE,NEXOPAIN,COMPRIME PELLICULE,275MG,B/20,Liste II
NAPROXENE SODIQUE,NEXORPAN,COMPRIME,275MG,B/20,Liste II
NAPROXENE SODIQUE,NHUPAIN,COMPRIME PELLICULE ,275MG,B/20,Liste II
NAPROXENE SODIQUE,NAPROX,COMPRIME PELLICULE ,550MG,B/10,Liste II
NAPROXENE SODIQUE,NAPROXENE PHYSIOPHARM,COMPRIME PELLICULE ,550MG,B/10,LISTE I 
NAPROXENE SODIQUE,NEXOPAIN,COMPRIME PELLICULE,550MG,B/10,Liste II
NAPROXENE SODIQUE,NHUPAIN,COMP. PELLI. SEC.,550MG,B/10,Liste II
NAPROXENE SODIQUE ANHYDRE,NAPROLGIC,COMP. PELLI. SEC.,550MG,B/16,Liste II
PIROXICAM,FELCAM FAST,CP DISPERSIBLE SEC,20MG ,B/10,Liste I
PIROXICAM,FENOXAM,COMP. DISPERS. SEC.,20MG,B/10,Liste I
PIROXICAM,FRADENE,GLES.,20MG,B/20,Liste I
PIROXICAM,ORTHOCAM,CP DISPERSIBLE SEC,20MG,B/10,Liste I
PIROXICAM,PIROXICAM NOVAGENERICS,GLES.,20MG ,PILULIER/15,Liste I
PIROXICAM,PIROXICAM PHYSIOPHARM,GLES.,20MG,B/10,Liste I
PIROXICAM,PRELDENE,GLES.,20MG,B/10,Liste I
PIROXICAM,ROXICAM,GLES ,20MG ,B/10,LISTE I
PIROXICAM SOUS FORME DE COMPLEXE PIROXICAM - BETA - CYCLODEXTRINE (PIROXICAM),CYCLADOL,COMPRIME SECABLE,20MG,B/14,LISTE I
PIROXICAM,PIROMEX,SUPPO,20 MG,B/10,LISTE I
PIROXICAM,FELDENE,SOL. INJ. IM,20MG/ML,B/02 AMP. DE 1ML,Liste I
PIROXICAM,FRADENE,SOL. INJ. IM,20MG/ML,B/02 AMP. DE 1ML,Liste I
PIROXICAM,PIROXEN,SOL. INJ. IM,20MG/ML,B/02 AMP. DE 1ML,LISTE I
PIROXICAM,PIROXIDEN,SOLUTION INJECTABLE IM ,20MG/ML,BOITE DE 02 AMPOULES DE 01 ML,Liste I
PIROXICAM,PRELDENE,SOL. INJ. IM,20MG/ML,B/02 AMP. DE 1ML,Liste I
ACIDE NIFLUMIQUE,FLUCIDAL,GELLULE ,250MG,B/30,LISTE II
ACIDE NIFLUMIQUE,INFLAMINE,GLES.,250MG,B/30,Liste II
ACIDE NIFLUMIQUE,NIFLUMENE,GELULE,250MG,B/30,Liste II
MORNIFLUMATE,NIFLUMATE ADULTES,SUPPO.,700MG,B/10,LISTE II
MORNIFLUMATE,NIFLURIC,SUPPO.,400MG,B/10,Liste II
KETOPROFENE ,PROFENID LP,COMP. ENRO. LP,200MG ,B/14,Liste II
FLURBIPROFENE,ANTADINE,COMP. ENRO.,100MG,B/20,Liste II
FLURBIPROFENE,FLUBIFENE,COMPRIME PELLICULE ,100MG,B/20,Liste II
FLURBIPROFENE,FLUDIS,COMPRIME PELLICULE ,100MG,B/16,Liste II
FLURBIPROFENE,FLURBINAD,COMPRIME PELLICULE ,100MG,B/20,Liste II
FLURBIPROFENE,FLURBIPROFAL,COMP.PELLI.,100MG,B/16,LISTE II
FLURBIPROFENE,HUPTADYS,COMP.PELLI.,100MG,B/20,LISTE II
FLURBIPROFENE,MENODIS,COMPRIME PELLICULE ,100MG,B/16,Liste II
FLURBIPROFENE,XYDOL GYN,COMPRIME PELLICULE,100MG,B/20,LISTE II
FLURBIPROFÈNE ,ANTALFEN-GYN,Comprimé pelliculé,100MG,B/20,LISTE II
KETOPROFENE,EVOFENID,COMPRIME PELLICULE ,100MG,B/30,
KETOPROFENE,PROFEK,COMPRIME PELLICULE,100 MG,BOITE DE 30,Liste II
KETOPROFENE,PROHEFEN,COMPRIME PELLICULE,100MG,B/30 ,LISTE II
CELECOXIB,ARBREX,GLES.,100MG,B/20,Liste I
CELECOXIB,CELEBREX,GLES.,100MG,B/20,Liste I
CELECOXIB,CELECOBREX HUP,GLES.,100MG,B/20,Liste I
CELECOXIB,CELECOMEX,GLES.,100MG,B/20,Liste I
CELECOXIB,CELECOX,GLES.,100MG,B/10 +B/30,Liste I
CELECOXIB,CELECOXIB BEKER,GLES,100MG,B/20,Liste I
CELECOXIB,CELECOXIB LDM,GLES ,100MG ,B/20,Liste I
CELECOXIB,CELVEX,GLES,100MG,B/20,Liste I
CELECOXIB,CIREXA,GLES ,100MG ,B/20,Liste I
CELECOXIB,COXIBREX,GELLULE ,100MG,B/20 ET B/30,LISTE I
CELECOXIB,INICOX 100,GLES.,100MG,B/30,Liste I
CELECOXIB,MEDIBREX,GLES,100MG,B/10 ET B/30,LISTE I
CELECOXIB,NOVABREX,GLES ,100MG ,B/20,Liste I
CELECOXIB,RUMABREX,GELLULE ,100MG,B/24,LISTE I
CELECOXIB ,COXITAB,GELLULE ,100MG,B/30,LISTE I
CELECOXIB,ARBREX,GLES.,200MG,B/10,Liste I
CELECOXIB,CELEBREX,GLES.,200MG,B/10 - B/15 - B/30,Liste I
CELECOXIB,CELECOBREX HUP,GELLULE ,200MG,B/30,LISTE I 
CELECOXIB,CELECOMEX,GLES,200MG,B/10 ET B/30,Liste I
CELECOXIB,CELECOXIB BEKER,GELLULE,200MG,B/10 ET B/30,LISTE I 
CELECOXIB,CELECOXIB LDM,GLES ,200MG ,B/10,Liste I
CELECOXIB,CELEXAL,GELLULE,200MG,B/10,LISTE I 
CELECOXIB,CELVEX,GLES.,200MG,B/10 ET B/30,Liste I
CELECOXIB,CIREXA,GLES ,200MG,B/10,Liste I
CELECOXIB,COXIBREX,GELLULE ,200MG,B/10 ET B/30,LISTE I
CELECOXIB,INICOX 200,GELLULE ,200MG,B/20+B/12+B/30,LISTE I
CELECOXIB,MEDIBREX,GLES,200MG,B/10 ET B/30,LISTE I
CELECOXIB,NOTOREX,GLES.,200MG,B/10,Liste I
CELECOXIB,NOVABREX,GLES ,200MG ,B/10 ET B/30,Liste I
CELECOXIB,RUMABREX,GELLULE ,200MG,B/12,LISTE I
CELECOXIB ,CELECOXIB PHYSIOPHARM,GELULES ,200MG,B/10,LISTE I
CELECOXIB ,COXITAB,GELLULE ,200MG,B/30,LISTE I
CELEXOCIB,PEDEXA,GELULE,200MG,B/10,LISTE I 
DICLOFENAC SODIQUE,BIOFENAC LP,COMP. PELLI. LP,75MG,B/30,Liste II
DICLOFENAC SODIQUE,CLOFENAL LP,GLES. L.P.,75MG,B/30,Liste II
DICLOFENAC SODIQUE,DICLOFAL LP,COMP. PELLI. LP,75MG,B/20,Liste II
DICLOFENAC SODIQUE,DICLOFLEX LP 75 MG,COMP. PELLI. LP,75MG,B/30,Liste II
DICLOFENAC SODIQUE,DOLAN  LP 75,GELULE A LIBERATION PROLONGE,75 MG ,BOITE DE 30,Liste II
IBUPROFENE,ADFEN,COMP PELL,200MG,B/20,
IBUPROFENE,BUTAFEN,GLES. A MICROGRLES. ,200MG,B/20,
IBUPROFENE,CALMOFEN,COMPRIME PELLICULE,200MG,B/20,
IBUPROFENE,HUBIFEN ,COMPRIME PELLICULE ,200MG,B/20,
IBUPROFENE,IBUPROFAL,COMPRIME PELLICULE ,200MG,B/20,
IBUPROFENE,IBUPROFNE BEKER,COMPRIME PELLICULE ,200MG,B/30,Liste II
IBUPROFENE,SAPOMEX,COMPRIME PELLICULE ,200MG,B/20,
IBUPROFENE,UBACTIVE 200MG,COMP PELL SEC ,200MG ,B/20,
IBUPROFENE,UPFEN,COMPRIME PELLICULE ,200MG,B/20,
IBUPROFENE,XYDOL 200,COMPRIME PELLICULE ,200MG,B/20,
IBUPROFENE,ADFEN,SUSP BUV ,20MG/ML (100MG/5ML),FL./180ML+ SERINGUE GRADUEE ,
IBUPROFENE,ADVIFEN,SUSPENSION BUVABLE ,20MG/ML   ,FLACON DE 125ML,LISTE II 
IBUPROFENE,ALGIFEN,SUSP. BUV.,20MG/ML (100MG/5ML), B/01 FL. DE 200ML + PIPETTE GRADUEE EN KG ET ML,
IBUPROFENE,ANTALFEN,SUSP. BUV.,20MG/ML (100MG/5ML),FL./200ML + PIPETTE GRADUEE,
IBUPROFENE,ARDIL,Suspension buvable,20MG/ML (100MG/5ML),FL./200ML+ Pipette graduée,
IBUPROFENE,CALMOFEN,SUSPENSION BUVABLE ,100MG/5ML,FL 125ML+PIPETTE GRADUEE EN KG,
IBUPROFENE,IBUFEN,SOL. BUV.,20MG/ML (100MG/5ML),FL/125 ML,
IBUPROFENE,LAMIFENE,SOL. BUV.,20MG/ML (100MG/5ML),FL./125ML + PIPETTE GRADUEE,
IBUPROFENE,NARUFENE 2%,SUSP. BUV. GOÛT PÊCHE,20MG/ML (100MG/5ML),B/1FL. DE 125ML,
IBUPROFENE,NEUPREN,SOL. BUV.,20MG/ML (100MG/5ML),FL/200 ML,
IBUPROFENE,PACIFENE,SUSPENSION BUVABLE ,20MG/ML,"FLC 125ML  Flacon de 125ml et une pipette de 5ml graduée en ml et en kg
Flacon en verre brun de type III",
IBUPROFENE,POLYPHENE,SUSP. BUV.,20MG/ML,FL/100ML +PIPETTE GRADUéE EN KG  ,
IBUPROFENE,RUMIFEN,SUSP. BUV.,100MG/5ML,FL./145ML + PIPETTE DE 5ML GRADUEE EN KG,
IBUPROFENE,XYDOL ENFANTS NOURISSONS,SUSPENSION BUVABLE ,20MG/ML,FLC/200ML EN VERRE AMBR2+SERINGUE POUR ADM. ORALE,
BUPROFENE,NARUFENE,COMP PELL,600MG,B/30,LISTE II
IBUPROFENE,BUTAFEN,COMPRIME PELLICULE ,600MG,B/30 ,Liste II
IBUPROFENE,HUBIFEN ,COMPRIME PELLICULE ,600MG ,B/30,LISTE II
IBUPROFENE,IBUPRANE,COMPRIME PELLICULE ,600MG,B/20,Liste II
IBUPROFENE,IBUPROFAL,COMPRIME PELLICULE ,600MG,B/20,Liste II
IBUPROFENE,IBUPROFENE BEKER,COMPRIME PELLICULE ,600MG,B/20,Liste II
IBUPROFENE,NEOFEN,COMPRIME PELLICULE ,600MG,B/30,Liste II
IBUPROFENE,SAPOFEN 600,COMPRIME PELLICULE ,600MG ,B/30,Liste II
IBUPROFENE,SAPOMEX,COMPRIME PELLICULE ,600MG ,B/30,Liste II
IBUPROFENE,UBACTIVE 600MG,COMPRIME PELLICULE ,600MG ,B/30,LISTE II
IBUPROFENE,XYDOL 600,COMPRIME PELLICULE ,600MG,B/30,LISTE II
DIACEREINE,ARTROPI,GELULE,50MG,B/20,LISTE I 
DIACEREINE,DIACENE 50,GELULE,50MG,B/30,Liste I
DICLOFENAC SODIQUE,DICLOFAR,SUPPO.,50MG,B/10,Liste II
KETOPROFENE,HARUFEN,PATCH,30MG,B/7,
IBUPROFENE,BUTAFEN LP,MICROGRANULES LP EN GLES.,400MG,B/20,Liste II
KETOPROFENE,FLEXEN,PDRE. ET SOLV. P. SOL. INJ.,100MG/FL. DE PDRE.,"B/06FL. DE PDRE + 06AMP. DE 2,5ML DE SOLV. (EPPI)",Liste II
MELOXICAM,EVOXICAM,Comprimé ,15MG,B/30,LISTE I
MELOXICAM,MELOX,COMPRIME,15MG,B/10 ET B/100,Liste I
MELOXICAM,EVOXICAM,Comprimé ,"7,5MG",B/30,LISTE I
MELOXICAM,MELOX,COMPRIME,"7,5MG",B/10 - B/100*,Liste I
DICLOFENAC POTASSIQUE,VOLTARENE DOLO,COMPRIME PELLICULE ,"12,5MG ",B/30,Liste II
DICLOFENAC SODIQUE,DIVIDO,Gélule à double libération,75MG,B/20,LISTE II
DICLOFENAC POTASSIQUE,VOTREX RAPID,COMP. ENRO.,50MG,B/20,Liste II
DICLOFENAC POTASSIUM,DICLOFAST,COMPRIME PELLICULE,50 MG ,BOITE DE 20,Liste II
DICLOFENAC POTASSIUM,EFIRAP,COMPRIME PELLICULE,50MG,BOITE DE 20 ,LISTE II
ACIDE MEFENAMIQUE,MAFEPAIN,COMP ENRO SEC ,500MG ,B/20,Liste II
PARECOXIB,DYNASTAT,POUDRE POUR SOL INJ IM/IV ,40MG/FLACON ,B/10,Liste I
IBUPROFENE,SAPBUFEN ,GRANULES P/SOL. BUV. EN SACHET ADULTE,600MG,B/12 ,
DICLOFENAC POTASSIUM,BIOFENAC FAST ,POUDRE POUR SOLUTION BUVABLE EN SACHET ,50MG/SACHET ,B/10 SACHETS ,Liste II
DICLOFENAC POTASSIUM,VOTREX RAPID,GRANULES P/SOL. BUV. EN SACHET ADULTE,50MG/SACHET,B/10 SACHETS,Liste II
ETORICOXIB,ETOFAN,COMPRIME PELLICULE ,120 MG,B/30,Liste I
ETORICOXIB,ETORIXIA,Comprimé pelliculé,120MG,B/20,LISTE I
ETORICOXIB,ARTHRIX,COMPRIME PELLICULE SECABLE,60MG,B/30,LISTE I 
ETORICOXIB,ETOFAN,COMPRIME PELLICULE ,60 MG,B/30,Liste I
ETORICOXIB,ETORIXIA,Comprimé pelliculé,60MG,B/20,LISTE I
ETORICOXIB,ARTHRIX,COMPRIME PELLICULE,120 MG,B/30,Liste I
ETORICOXIB,ETOFAN,COMPRIME PELLICULE ,90 MG,B/30,Liste I
ETORICOXIB,ETORIXIA,Comprimé pelliculé,90MG,B/20,LISTE I
